cheese,milk,type,texture,url
pecorino_boccondilatte,sheep,"semi-hard, artisan",crumbly,https://www.cheese.com/pecorino-boccondilatte/
pecorino_camomilla,sheep,"semi-soft, artisan","creamy, smooth, soft",https://www.cheese.com/pecorino-camomilla/
pecorino_con_caglio_vegetale,sheep,"semi-hard, artisan","compact, creamy",https://www.cheese.com/pecorino-con-caglio-vegetale/
pecorino_dei_malatesta_al_sangiovese,sheep,"semi-soft, artisan",smooth,https://www.cheese.com/pecorino-dei-malatesta-al-sangiovese/
pecorino_dei_malatesta_sotto_cenere,sheep,"semi-soft, artisan",smooth,https://www.cheese.com/pecorino-dei-malatesta-sotto-cenere/
pecorino_dei_monaci,sheep,"semi-soft, artisan","creamy, smooth",https://www.cheese.com/pecorino-dei-monaci/
pecorino_di_sogliano,sheep,"hard, artisan","crumbly, grainy",https://www.cheese.com/pecorino-di-sogliano/
pecorino_di_talamello,sheep,hard,"compact, crumbly, grainy",https://www.cheese.com/pecorino-di-talamello/
pecorino_di_vigna,sheep,"semi-soft, artisan","smooth, soft",https://www.cheese.com/pecorino-di-vigna/
pecorino_erica,sheep,"semi-soft, artisan","compact, smooth",https://www.cheese.com/pecorino-erica/
pecorino_fiordaliso,sheep,"semi-hard, artisan",compact,https://www.cheese.com/pecorino-fiordaliso/
pecorino_foglie_noci,sheep,"semi-hard, artisan","crumbly, grainy",https://www.cheese.com/pecorino-foglie-noci/
pecorino_gelsomino,sheep,"hard, artisan","crumbly, flaky",https://www.cheese.com/pecorino-gelsomino/
pecorino_ginepro,sheep,"semi-hard, artisan","chalky, grainy",https://www.cheese.com/pecorino-ginepro/
pecorino_gran_riserva_del_passatore,sheep,"semi-hard, artisan",smooth,https://www.cheese.com/pecorino-gran-riserva-del-passatore/
pecorino_in_walnut_leaves,sheep,"hard, artisan","dense, firm",https://www.cheese.com/pecorino-in-walnut-leaves/
pecorino_mallo_di_noce,sheep,"semi-hard, artisan","crumbly, grainy",https://www.cheese.com/pecorino-mallo-di-noce/
pecorino_nel_fieno,sheep,"soft, artisan",soft,https://www.cheese.com/pecorino-nel-fieno/
pecorino_nel_granaio,sheep,"semi-soft, artisan","creamy, crumbly, smooth, soft",https://www.cheese.com/pecorino-nel-granaio/
pecorino_nero,sheep,"soft, artisan","creamy, smooth",https://www.cheese.com/pecorino-nero/
pecorino_ortica,sheep,"semi-soft, artisan","compact, smooth, soft",https://www.cheese.com/pecorino-ortica/
pecorino_papavero,sheep,"hard, artisan","crumbly, flaky",https://www.cheese.com/pecorino-papavero/
pecorino_pepato_mitica®_aged,sheep,"semi-firm, artisan","creamy, flaky",https://www.cheese.com/pecorino-pepato/
pecorino_pera,sheep,"semi-hard, artisan","crumbly, smooth",https://www.cheese.com/pecorino-pera/
pecorino_querciaiolo,sheep,semi-soft,smooth,https://www.cheese.com/pecorino-querciaiolo/
pecorino_romagnolo,sheep,"semi-hard, artisan","compact, crumbly",https://www.cheese.com/pecorino-romagnolo/
pecorino_romano,sheep,hard,"crumbly, grainy",https://www.cheese.com/pecorino-romano/
pecorino_toscanello,sheep,semi-hard,"creamy, smooth",https://www.cheese.com/toscanello/
peekskill_pyramid,cow,"soft, artisan",creamy,https://www.cheese.com/peekskill-pyramid/
pelardon_des_cevennes,goat,"soft, soft-ripened",creamy,https://www.cheese.com/pelardon-des-cevennes/
pelardon_des_corbieres,goat,soft,mystery texture,https://www.cheese.com/pelardon-des-corbieres/
pembrokeshire_extra_mature_cheddar,cow,"semi-soft, artisan","crumbly, dense",https://www.cheese.com/pembrokeshire-extra-mature-cheddar/
pembrokeshire_mature_cheddar,cow,"semi-soft, artisan",dense,https://www.cheese.com/pembrokeshire-mature-cheddar/
penamellera,"cow, goat, sheep","semi-hard, artisan","creamy, dense, supple",https://www.cheese.com/penamellera/
penbryn,cow,hard,mystery texture,https://www.cheese.com/penbryn/
pencarreg,cow,"soft, blue-veined",creamy,https://www.cheese.com/pencarreg/
pepato,sheep,"semi-hard, artisan","creamy, flaky",https://www.cheese.com/pepato/
pepbert,cow,"soft, artisan",soft-ripened,https://www.cheese.com/pepbert/
pepper_jack,cow,semi-soft,"creamy, smooth",https://www.cheese.com/pepper-jack/
pepper_rebel,cow,"semi-hard, artisan",creamy,https://www.cheese.com/pepper-rebel/
peppercorn_gouda,cow,"semi-hard, artisan","compact, crumbly, dense",https://www.cheese.com/peppercorn-gouda/
perl_las_blue,cow,semi-soft,creamy,https://www.cheese.com/perl-las-blue/
perl_wen,cow,semi-soft,"creamy, smooth, soft",https://www.cheese.com/perl-wen/
perlagrigia_sotto_cenere,cow,soft,compact,https://www.cheese.com/perlagrigia-sotto-cenere/
perroche,goat,"fresh soft, artisan",mystery texture,https://www.cheese.com/perroche/
petida,cow,"soft, brined",creamy,https://www.cheese.com/petida/
petit_blaja,goat,soft,soft,https://www.cheese.com/petit-blaja/
petit_pardou,cow,semi-hard,mystery texture,https://www.cheese.com/petit-pardou/
petit-suisse,cow,fresh soft,"creamy, smooth",https://www.cheese.com/petit-suisse/
petite_swiss,cow,semi-hard,compact,https://www.cheese.com/petite-swiss/
phoebe,"goat, sheep","fresh soft, brined",soft,https://www.cheese.com/phoebe/
pianoforte,cow,"soft, soft-ripened","creamy, soft",https://www.cheese.com/pianoforte/
piave,cow,"hard, artisan","crystalline, dense, flaky",https://www.cheese.com/piave/
piave_fresco,cow,"semi-hard, artisan","creamy, smooth",https://www.cheese.com/piave-fresco/
piave_mezzano,cow,"hard, artisan","dense, firm",https://www.cheese.com/piave-mezzano/
piave_vecchio_dop,cow,"hard, artisan","dense, firm, flaky",https://www.cheese.com/piave-vecchio/
piave_vecchio_selezione_oro,cow,"hard, artisan","crumbly, dense, flaky, grainy",https://www.cheese.com/piave-vecchio-selezione-oro/
picobello,cow,hard,"crumbly, open",https://www.cheese.com/picobello/
picodon_de_chevre,goat,"soft, artisan","firm, smooth",https://www.cheese.com/picodon-de-chevre/
picolo,cow,"soft, artisan",soft-ripened,https://www.cheese.com/picolo/
picos_de_europa,cow,"semi-soft, blue-veined",creamy,https://www.cheese.com/picos-de-europa/
pied-de-vent,cow,"semi-soft, blue-veined","creamy, smooth",https://www.cheese.com/pied-de-vent/
pierce_pt,cow,"soft, artisan",soft,https://www.cheese.com/pierce-pt/
pigouille,sheep,"soft, artisan","creamy, crumbly, grainy",https://www.cheese.com/pigouille/
pimento,cow,"soft, artisan","creamy, crumbly",https://www.cheese.com/pimento/
pinconning,cow,semi-hard,"creamy, open",https://www.cheese.com/pinconning/
piora,cow,hard,mystery texture,https://www.cheese.com/piora/
piper_s_pyramide,goat,"soft, artisan, soft-ripened","creamy, dense, fluffy, soft-ripened",https://www.cheese.com/pipers-pyramide/
pistol_point_cheddar,cow,"semi-hard, artisan","creamy, crumbly",https://www.cheese.com/pistol-point-cheddar/
pitchfork_cheddar,cow,hard,"compact, creamy, firm",https://www.cheese.com/pitchfork-cheddar/
pithtiviers_au_foin,cow,"soft, artisan",smooth,https://www.cheese.com/pithtiviers-au-foin/
pizy,cow,"soft, artisan, soft-ripened","creamy, smooth, soft",https://www.cheese.com/pizy/
plancherin_d_arêches,goat,soft,"creamy, smooth, soft",https://www.cheese.com/plancherin-d-areches/
pleasant_creek,goat,hard,"open, smooth",https://www.cheese.com/pleasant-creek/
pleasant_ridge_reserve,cow,"semi-hard, artisan","crystalline, firm, smooth",https://www.cheese.com/pleasant-ridge-reserve/
plymouth_cheese,cow,"hard, artisan","firm, flaky, grainy",https://www.cheese.com/plymouth-cheese/
podhalanski,"cow, sheep","semi-hard, artisan","creamy, open",https://www.cheese.com/podhalanski/
point_reyes_bay_blue,cow,"soft, artisan","creamy, crumbly",https://www.cheese.com/point-reyes-bay-blue/
point_reyes_original_blue,cow,"semi-soft, artisan, blue-veined","buttery, creamy",https://www.cheese.com/point-reyes-original-blue/
point_reyes_toma,cow,"semi-hard, artisan","buttery, creamy",https://www.cheese.com/point-reyes-toma/
poivre_d_ane,"cow, goat","soft, artisan",smooth,https://www.cheese.com/poivre-dane/
pokolbin,cow,"semi-soft, smear-ripened",mystery texture,https://www.cheese.com/pokolbin/
pompeii,cow,"semi-hard, artisan, smear-ripened","crumbly, soft, supple",https://www.cheese.com/pompeii/
pong_s_extraordinary..._cheddar,cow,"hard, semi-hard","creamy, crumbly",https://www.cheese.com/pongs-extraordinary-cheddar/
pont_l_eveque,cow,soft,creamy,https://www.cheese.com/pont-leveque/
port_nicholson,cow,semi-soft,"creamy, smooth",https://www.cheese.com/port-nicholson/
port-salut,cow,semi-soft,"creamy, smooth",https://www.cheese.com/port-salut/
postel,cow,mystery type,mystery texture,https://www.cheese.com/postel/
pouligny-saint-pierre,goat,soft,"creamy, crumbly",https://www.cheese.com/pouligny-saint-pierre/
pourly,goat,"soft, artisan",smooth,https://www.cheese.com/pourly/
prairie_breeze_cheddar,cow,"hard, artisan","creamy, crumbly, grainy",https://www.cheese.com/prairie-breeze-cheddar/
prairie_rose,mystery animal,"semi-hard, artisan","creamy, open",https://www.cheese.com/prairie-rose/
prairie_tomme,sheep,"semi-hard, artisan","firm, smooth",https://www.cheese.com/prairie-tomme/
prastost,cow,semi-soft,creamy,https://www.cheese.com/prastost/
president_brie,cow,"soft, artisan, soft-ripened","buttery, creamy, runny, spreadable",https://www.cheese.com/president-brie/
president_camembert,cow,"semi-soft, soft-ripened","creamy, firm, soft",https://www.cheese.com/president-camembert/
president_fat_free_feta,cow,"firm, artisan, brined",crumbly,https://www.cheese.com/president-fat-free-feta/
president_light_brie,cow,"soft, soft-ripened","creamy, runny, smooth",https://www.cheese.com/president-light-brie/
president_madrigal,cow,"semi-hard, artisan","smooth, soft",https://www.cheese.com/president-madrigal/
prima_donna,cow,hard,"crumbly, crystalline, firm, grainy",https://www.cheese.com/prima-donna/
prima_donna_fino,cow,hard,"crumbly, crystalline, firm",https://www.cheese.com/prima-donna-fino/
prima_donna_forte,mystery animal,hard,"crumbly, crystalline, flaky, grainy",https://www.cheese.com/prima-donna-forte/
prima_donna_leggero,cow,hard,"crumbly, crystalline, firm",https://www.cheese.com/prima-donna-leggero/
prima_donna_maturo,cow,hard,"crumbly, crystalline, firm, grainy",https://www.cheese.com/prima-donna-maturo/
primo_fresco,sheep,"fresh soft, artisan","creamy, fluffy, spreadable",https://www.cheese.com/primo-fresco/
prince-jean,cow,"fresh soft, artisan",creamy,https://www.cheese.com/prince-jean/
prix_de_diane,cow,"soft, artisan","creamy, soft, soft-ripened",https://www.cheese.com/prix-de-diane/
processed_cheddar,cow,"semi-hard, processed","creamy, smooth",https://www.cheese.com/processed-cheddar/
processed_cheese,cow,"soft, processed","creamy, smooth, spreadable, springy",https://www.cheese.com/pasteurized-processed/
processed_smoked_gouda,cow,"semi-hard, processed",creamy,https://www.cheese.com/processed-smoked-gouda/
promontory,cow,"hard, artisan","creamy, firm",https://www.cheese.com/promontory/
provel,cow,"soft, processed","buttery, gooey",https://www.cheese.com/provel/
providence,goat,"semi-soft, artisan","compact, crumbly",https://www.cheese.com/providence/
provoleta,water buffalo,"semi-hard, artisan","creamy, smooth, springy",https://www.cheese.com/provoleta/
provolone,cow,"semi-hard, artisan",firm,https://www.cheese.com/provolone/
provolone_del_monaco,cow,"semi-hard, artisan","firm, grainy",https://www.cheese.com/provolone-del-monaco/
provolone_mandarino_gran_riserva,cow,"semi-hard, artisan","elastic, stringy, supple",https://www.cheese.com/provolone-mandarino-gran-riserva/
provolone_valpadana,cow,"semi-hard, artisan",firm,https://www.cheese.com/provolone-valpadana/
président_fresh_goat_cheese,goat,"fresh firm, artisan","dense, smooth",https://www.cheese.com/president-fresh-goat-cheese/
psychedillic,goat,fresh soft,"creamy, smooth, spreadable",https://www.cheese.com/psychedillic/
pule,donkey,artisan,crumbly,https://www.cheese.com/pule/
purple_haze,goat,fresh soft,"creamy, crumbly, smooth, spreadable",https://www.cheese.com/purple-haze/
purple_s_a_must,"cow, goat","semi-hard, artisan, blue-veined","creamy, crumbly",https://www.cheese.com/purples-must/
pyengana_cheddar,cow,"hard, semi-hard, artisan","creamy, crumbly, smooth",https://www.cheese.com/pyengana-cheddar/
pyramide,goat,"soft, artisan",crumbly,https://www.cheese.com/pyramide/
pérail_de_brebis,sheep,"soft, artisan","creamy, smooth",https://www.cheese.com/perail-de-brebis/
saaland_pfarr,cow,semi-soft,creamy,https://www.cheese.com/saaland-pfarr/
saanen_silk,goat,"semi-soft, artisan, soft-ripened","creamy, fluffy, runny, soft-ripened",https://www.cheese.com/saanen-silk/
saanenkaese,cow,"hard, processed","brittle, firm",https://www.cheese.com/saanenkaese/
saga,cow,"soft, blue-veined, soft-ripened",creamy,https://www.cheese.com/saga/
sage_derby,cow,"semi-hard, artisan",firm,https://www.cheese.com/sage-derby/
saint_agur,cow,"soft, blue-veined","creamy, smooth, spreadable",https://www.cheese.com/saint-agur/
saint_albray,cow,semi-soft,"creamy, smooth",https://www.cheese.com/saint-albray/
saint_andré,cow,"soft, soft-ripened","creamy, dense",https://www.cheese.com/saint-andre/
saint_felicien,cow,"soft, artisan",creamy,https://www.cheese.com/saint-felicien/
saint_honoré,cow,"soft, soft-ripened","creamy, smooth, soft, soft-ripened, supple",https://www.cheese.com/saint-honore/
saint_marcellin,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/saint-marcellin/
saint_nectaire,cow,"semi-soft, artisan","creamy, smooth",https://www.cheese.com/saint-nectaire/
saint_paulin,cow,"semi-soft, artisan","creamy, firm",https://www.cheese.com/saint-paulin/
saint_rose,sheep,"semi-soft, artisan",firm,https://www.cheese.com/saint-rose/
sainte-maure_de_touraine_aoc,goat,"semi-soft, artisan","creamy, fluffy, soft",https://www.cheese.com/sainte-maure-de-touraine-aoc/
salemville_amish_blue,cow,"semi-soft, artisan, blue-veined","creamy, crumbly",https://www.cheese.com/salemville-amish-blue/
salemville_amish_gorgonzola,cow,"semi-soft, artisan, blue-veined","creamy, crumbly",https://www.cheese.com/salemville-amish-gorgonzola/
salemville_smokehaus_blue,cow,"semi-soft, artisan, blue-veined",creamy,https://www.cheese.com/salemville-smokehaus-blue/
salers,cow,semi-hard,mystery texture,https://www.cheese.com/salers/
salsa_asiago,cow,"hard, artisan","compact, firm, open, smooth",https://www.cheese.com/salsa-asiago/
saltbush_chevre,goat,"fresh firm, artisan",creamy,https://www.cheese.com/saltbush_chevre/
samso,cow,semi-hard,supple,https://www.cheese.com/samso/
san_andreas,sheep,"hard, artisan","creamy, firm, open, smooth",https://www.cheese.com/san-andreas/
san_geronimo,cow,"semi-soft, brined",smooth,https://www.cheese.com/san-geronimo/
san_simón_dop,cow,semi-soft,"buttery, creamy",https://www.cheese.com/san-simon/
sancerre,goat,hard,mystery texture,https://www.cheese.com/sancerre/
sandy_creek,goat,"soft, soft-ripened","runny, smooth",https://www.cheese.com/sandy-creek/
santa_gadea,goat,"soft, semi-soft","creamy, smooth, soft",https://www.cheese.com/santa-gadea/
sao_jorge,cow,semi-hard,"chalky, crumbly, firm",https://www.cheese.com/sao-jorge/
sap_sago,cow,hard,dry,https://www.cheese.com/sap-sago/
saporito,cow,"semi-hard, artisan",creamy,https://www.cheese.com/saporito/
sardo,cow,hard,"crumbly, firm, flaky",https://www.cheese.com/sardo/
sarró_de_cabra,goat,"semi-soft, artisan",buttery,https://www.cheese.com/sarro-de-cabra/
sartori_classic_cheese_asiago,cow,"hard, artisan","compact, crumbly, open, smooth",https://www.cheese.com/sartori-classic-cheese-asiago/
sartori_classic_cheese_fontina,cow,"semi-soft, artisan",creamy,https://www.cheese.com/sartori-classic-cheese-fontina/
sartori_classic_cheese_parmesan,cow,"hard, artisan","crumbly, dry, grainy",https://www.cheese.com/sartori-classic-cheese-parmesan/
sartori_classic_cheese_romano,cow,"hard, artisan","brittle, crumbly, dense, flaky",https://www.cheese.com/sartori-classic-cheese-romano/
sartori_classic_montamore,cow,"semi-hard, artisan","dense, firm",https://www.cheese.com/sartori-classic-montamore/
sartori_limited_edition_cannella_bellavitano,cow,hard,creamy,https://www.cheese.com/sartori-limited-edition-cannella-bellavitano/
sartori_limited_edition_cognac_bellavitano,cow,hard,creamy,https://www.cheese.com/sartori-limited-edition-cognac-bellavitano/
sartori_limited_edition_extra-aged_goat,goat,"semi-firm, artisan",creamy,https://www.cheese.com/sartori-limited-edition-extra-aged-goat/
sartori_limited_edition_family_heirloom_bellavitano,cow,"hard, artisan","crumbly, dry",https://www.cheese.com/sartori-limited-edition-family-heirloom-bellavitano/
sartori_limited_edition_family_heirloom_parmesan,cow,"hard, artisan","crumbly, flaky, grainy",https://www.cheese.com/sartori-limited-edition-family-heirloom-parmesan/
sartori_limited_edition_pastorale_blend,"cow, sheep","semi-hard, artisan",creamy,https://www.cheese.com/sartori-limited-edition-pastorale-blend/
sartori_reserve_balsamic_bellavitano,cow,hard,firm,https://www.cheese.com/sartori-reserve-balsamic-bellavitano/
sartori_reserve_basil_&_olive_oil_asiago,cow,"hard, artisan",mystery texture,https://www.cheese.com/sartori-reserve-basil-olive-oil-asiago/
sartori_reserve_bellavitano_gold,cow,hard,creamy,https://www.cheese.com/sartori-reserve-bellavitano-gold/
sartori_reserve_black_pepper_bellavitano,cow,semi-hard,creamy,https://www.cheese.com/sartori-reserve-black-pepper-bellavitano/
sartori_reserve_chai_bellavitano,cow,"hard, artisan",creamy,https://www.cheese.com/sartori-reserve-chai-bellavitano/
sartori_reserve_cheese_mediterranean_fontina,cow,"semi-soft, artisan",creamy,https://www.cheese.com/sartori-reserve-cheese-mediterranean-fontina/
sartori_reserve_dolcina_gorgonzola,cow,"semi-firm, blue-veined","creamy, soft",https://www.cheese.com/sartori-reserve-dolcina-gorgonzola/
sartori_reserve_espresso_bellavitano,cow,"semi-firm, artisan",firm,https://www.cheese.com/sartori-reserve-espresso-bellavitano/
sartori_reserve_extra_aged_fontina,cow,"hard, artisan",creamy,https://www.cheese.com/sartori-reserve-extra-aged-fontina/
sartori_reserve_extra-aged_asiago,cow,"hard, artisan","creamy, crumbly",https://www.cheese.com/sartori-reserve-extra-aged-asiago/
sartori_reserve_merlot_bellavitano,cow,"semi-hard, artisan","creamy, crystalline",https://www.cheese.com/sartori-reserve-merlot-bellavitano/
sartori_reserve_raspberry_bellavitano,cow,"hard, artisan",creamy,https://www.cheese.com/sartori-reserve-raspberry-bellavitano/
sartori_reserve_rosemary_&_olive_oil_asiago,cow,"hard, artisan",mystery texture,https://www.cheese.com/sartori-reserve-rosemary-olive-oil-asiago/
sartori_reserve_sarvecchio_parmesan,cow,"hard, artisan","crumbly, crystalline, dry, flaky, grainy",https://www.cheese.com/sartori-reserve-sarvecchio-parmesan/
sbrinz,cow,"hard, artisan","dense, flaky",https://www.cheese.com/sbrinz/
sbronzo,water buffalo,"semi-soft, artisan","creamy, dense",https://www.cheese.com/sbronzo/
scallion_onion_cheddar,cow,"semi-hard, artisan",crumbly,https://www.cheese.com/scallion-onion-cheddar/
scamorza,cow,semi-soft,"elastic, smooth, springy",https://www.cheese.com/scamorza/
schloss,cow,"semi-soft, brined","chalky, creamy, smooth",https://www.cheese.com/schloss/
scotch_bonnet_cheddar,cow,"hard, processed",creamy,https://www.cheese.com/scotch-bonnet-cheddar/
sea_change,cow,"semi-soft, artisan","elastic, smooth",https://www.cheese.com/sea-change/
seahive,cow,"hard, artisan","dry, firm",https://www.cheese.com/seahive/
seascape,"cow, goat","semi-hard, artisan","crumbly, smooth",https://www.cheese.com/seascape/
seastack,cow,"soft, soft-ripened","creamy, firm, runny, soft",https://www.cheese.com/seastack/
seator_s_orkney,cow,"hard, artisan",crumbly,https://www.cheese.com/seators-orkney/
selles_sur_cher,goat,soft,firm,https://www.cheese.com/selles-sur-cher/
selva,cow,"soft, artisan","smooth, supple",https://www.cheese.com/selva/
serat,sheep,hard,mystery texture,https://www.cheese.com/serat/
seriously_strong_cheddar,cow,hard,"crumbly, dense, firm, flaky",https://www.cheese.com/seriously-strong-cheddar/
serra_da_estrela_dop,sheep,semi-soft,mystery texture,https://www.cheese.com/serra-da-estrela-dop/
sgt._pepper,goat,fresh soft,"creamy, smooth, spreadable",https://www.cheese.com/sgt-pepper/
shaker_blue,sheep,"semi-firm, blue-veined",creamy,https://www.cheese.com/shaker-blue/
shamembert,plant-based,soft,"soft, soft-ripened",https://www.cheese.com/vegan-shamembert/
shanklish,"cow, sheep","fresh firm, hard, artisan","creamy, crumbly, firm",https://www.cheese.com/shanklish/
sharon_hollow_garlic_and_chive,cow,"fresh soft, artisan",flaky,https://www.cheese.com/sharon-hollow-garlic-and-chive/
sharp_cheddar,cow,"semi-hard, artisan",creamy,https://www.cheese.com/sharp-cheddar/
sharpham,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/sharpham/
sharpham_elmhirst,cow,"soft, artisan, soft-ripened","creamy, smooth, soft, soft-ripened, spreadable",https://www.cheese.com/sharpham-elmhirst/
sharpham_rustic,cow,"semi-hard, artisan",creamy,https://www.cheese.com/sharpham-rustic/
sharpham_rustic_chive_&_garlic,cow,"semi-hard, artisan",creamy,https://www.cheese.com/sharpham-rustic-chive-garlic/
sharpham_savour,"cow, goat","semi-hard, artisan","close, creamy, supple",https://www.cheese.com/sharpham-savour/
sheep_gouda,sheep,"semi-hard, artisan","compact, crumbly, dense",https://www.cheese.com/sheep-gouda/
shelburne_cheddar,cow,"hard, artisan",firm,https://www.cheese.com/shelburne-cheddar/
shepherd_s_crook,sheep,"soft, artisan","creamy, smooth, springy",https://www.cheese.com/shepherds-crook/
shepherd_s_hope,sheep,"fresh soft, artisan","creamy, firm, soft",https://www.cheese.com/shepherds-hope/
shepherdista_crush,sheep,"firm, artisan",compact,https://www.cheese.com/shepherdista-crush/
shepsog,"cow, sheep",semi-firm,buttery,https://www.cheese.com/shepsog/
ships_wheel_brie,cow,artisan,creamy,https://www.cheese.com/ships-wheel-brie/
shoreditch_smoked,plant-based,semi-firm,"creamy, semi firm, soft, spreadable",https://www.cheese.com/vegan-shoreditch-smoked-cheese/
shorrock_s_lancashire_bomb,cow,semi-hard,"creamy, crumbly",https://www.cheese.com/shorrocks-lancashire-bomb/
shredded_bliss,mystery animal,semi-soft,"elastic, smooth, springy, stringy",https://www.cheese.com/shredded-bliss/
shropshire_blue,cow,semi-hard,"creamy, smooth",https://www.cheese.com/shropshire-blue/
shtayburne_farm_cheddar,cow,"hard, artisan","creamy, smooth",https://www.cheese.com/shtayburne-farm-cheddar/
shtayburne_farm_monterey_jack,cow,"semi-hard, artisan","compact, creamy, soft, supple",https://www.cheese.com/shtayburne-farm-monterey-jack/
sicilian_blend,cow,"hard, artisan","crumbly, dry, firm",https://www.cheese.com/sicilian-blend/
siltcoos,goat,"soft, artisan",soft,https://www.cheese.com/siltcoos/
sinodun_hill,goat,soft,fluffy,https://www.cheese.com/sinodun-hill/
sirene,"cow, goat, sheep","fresh soft, brined","crumbly, grainy, smooth",https://www.cheese.com/sirene/
sleightlett,goat,"fresh soft, artisan","creamy, fluffy, smooth",https://www.cheese.com/sleightlett/
slices_of_bliss,mystery animal,soft,creamy,https://www.cheese.com/slices-of-bliss/
smoked_fior_di_latte,cow,semi-soft,"elastic, smooth",https://www.cheese.com/smoked-fior-di-latte/
smoked_gouda,"cow, goat, sheep",hard,"buttery, crumbly",https://www.cheese.com/smoked-gouda/
smoked_lincolnshire_poacher,cow,hard,"creamy, crumbly",https://www.cheese.com/smoked-lincolnshire-poacher/
smoked_sulguni,"buffalo, cow",semi-firm,"dense, elastic",https://www.cheese.com/smoked-sulguni/
smokey_jalapeño,mystery animal,"semi-firm, artisan","creamy, firm",https://www.cheese.com/smokey-jalapeno/
smokey_mountain_round,goat,"semi-soft, artisan",compact,https://www.cheese.com/smokey-mountain-round/
smokey_oregon_blue,cow,"semi-hard, blue-veined","dense, firm",https://www.cheese.com/smokey-oregon-blue/
smokey_touvelle,cow,"semi-hard, artisan","crumbly, firm",https://www.cheese.com/smokey-touvelle/
snow_camp,"cow, goat",semi-firm,soft,https://www.cheese.com/snow-camp/
sofia,goat,"soft, artisan, soft-ripened","close, creamy, dense, soft, soft-ripened",https://www.cheese.com/sofia/
somerset_brie,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/somerset-brie/
somerset_organic_cheddar,cow,"hard, organic","creamy, crumbly",https://www.cheese.com/somerset-organic-cheddar/
sonnet,"goat, sheep","soft, artisan","smooth, spreadable",https://www.cheese.com/sonnet/
sonoma_jack,cow,semi-hard,"brittle, creamy, crumbly, firm, open, supple",https://www.cheese.com/sonoma-jack/
sosha,"goat, yak","soft, artisan",creamy,https://www.cheese.com/sosha/
sottocenere®_al_tartufo,cow,"semi-soft, artisan","firm, smooth",https://www.cheese.com/sottocenere-al-tartufo/
soumaintrain,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/soumaintrain/
sourire_lozerien,cow,"semi-soft, artisan","creamy, smooth",https://www.cheese.com/sourire-lozerien/
sparkenhoe_red_leicester,cow,hard,"brittle, close, creamy, crumbly, flaky",https://www.cheese.com/sparkenhoe-red-leicester/
spenwood,sheep,hard,firm,https://www.cheese.com/spenwood/
speziato,cow,soft,compact,https://www.cheese.com/speziato/
squaquerone_di_bufala,water buffalo,"fresh soft, artisan","creamy, soft, spreadable",https://www.cheese.com/squaquerone-di-bufala/
st_andrews_farmhouse_cheddar,cow,hard,"compact, crumbly, dry",https://www.cheese.com/st-andrews-farmhouse-cheddar/
st_cera,cow,soft,"buttery, creamy",https://www.cheese.com/st-cera/
st_fidèle_swiss,cow,semi-hard,"elastic, firm, open",https://www.cheese.com/st-fidele-swiss/
st_gall,cow,"hard, brined","creamy, smooth, soft, springy",https://www.cheese.com/st-gall/
st_james,sheep,semi-soft,close,https://www.cheese.com/st-james/
st_jude,cow,"soft, artisan","creamy, fluffy",https://www.cheese.com/st-jude/
st_killian,cow,"semi-soft, artisan",creamy,https://www.cheese.com/st-killian/
st_mang_original_allgäuer_limburger,cow,"soft, artisan",creamy,https://www.cheese.com/st-mang-original-allgauer-limburger/
st_pat,cow,"semi-soft, artisan","creamy, soft",https://www.cheese.com/st-pat/
st_tola_ash_log,goat,"soft, artisan",smooth,https://www.cheese.com/st-tola-ash-log/
st_tola_cranberry,goat,"fresh soft, artisan","compact, creamy, smooth, soft",https://www.cheese.com/st-tola-cranberry/
st_tola_crottin,goat,soft,smooth,https://www.cheese.com/st-tola-crottin/
st_tola_divine,goat,"fresh soft, artisan","creamy, soft, spreadable",https://www.cheese.com/st-tola-divine/
st_tola_greek_style,goat,"firm, brined",smooth,https://www.cheese.com/st-tola-greek-style/
st_tola_hard_cheese,goat,"hard, artisan","compact, crumbly, dense, smooth",https://www.cheese.com/st-tola-hard-cheese/
st_tola_log,goat,soft,creamy,https://www.cheese.com/st-tola-log/
staffordshire_organic,cow,"hard, artisan","creamy, smooth",https://www.cheese.com/staffordshire-organic/
stawley,goat,soft,"dense, firm, smooth",https://www.cheese.com/stawley/
stella_asiago,cow,"semi-hard, artisan","buttery, creamy, crumbly",https://www.cheese.com/stella-asiago/
stella_black_pepper_romano,cow,"hard, artisan","compact, crumbly, flaky",https://www.cheese.com/stella-black-pepper-romano/
stella_blue,cow,"semi-soft, artisan",crumbly,https://www.cheese.com/stella-blue/
stella_feta,cow,"firm, artisan","crumbly, firm",https://www.cheese.com/stella-feta/
stella_fontina,cow,"semi-soft, artisan","creamy, open",https://www.cheese.com/stella-fontina/
stella_fontinella,cow,"semi-hard, artisan",crumbly,https://www.cheese.com/stella-fontinella/
stella_goat,goat,"semi-hard, artisan",crumbly,https://www.cheese.com/stella-goat/
stella_gorgonzola,cow,"semi-soft, blue-veined",creamy,https://www.cheese.com/stella-gorgonzola/
stella_italian_sharp,cow,"semi-soft, artisan",creamy,https://www.cheese.com/stella-italian-sharp/
