cheese,milk,type,texture,url
brise_du_matin,cow,"soft, soft-ripened","buttery, creamy, runny, soft, soft-ripened",https://www.cheese.com/brise-du-matin/
brixton_blue,plant-based,semi-firm,"creamy, semi firm, soft-ripened",https://www.cheese.com/vegan-brixton-blue-cheese/
brocciu,"goat, sheep","fresh soft, whey","creamy, crumbly, smooth",https://www.cheese.com/brocciu/
broncha,"cow, goat","semi-hard, artisan",creamy,https://www.cheese.com/broncha/
brousse_du_rove,"cow, goat, sheep","soft, artisan",creamy,https://www.cheese.com/brousse-du-rove/
brown_s_gulch,goat,"hard, artisan",crumbly,https://www.cheese.com/browns-gulch/
bruder_basil,cow,"semi-soft, artisan","creamy, open, smooth",https://www.cheese.com/bruder-basil/
brunost,"cow, goat","semi-soft, whey",dense,https://www.cheese.com/brunost/
brusselae_kaas_(fromage_de_bruxelles),cow,"soft, artisan",smooth,https://www.cheese.com/brusselae-kaas-fromage-de-bruxelles/
brutal_blue,cow,"semi-soft, artisan",creamy,https://www.cheese.com/brutal-blue/
bryndza,sheep,"soft, artisan",spreadable,https://www.cheese.com/bryndza/
brânză_de_burduf,sheep,"soft, artisan",mystery texture,https://www.cheese.com/branza-de-burduf/
buche_de_chevre,goat,"soft, soft-ripened",creamy,https://www.cheese.com/buche-de-chevre/
bucheret,goat,"soft, artisan, soft-ripened","buttery, chalky, dense, smooth, soft-ripened",https://www.cheese.com/bucheret/
buchette_d_anjou,goat,soft,"firm, grainy",https://www.cheese.com/buchette-danjou/
buchette_de_manon,goat,soft,creamy,https://www.cheese.com/buchette-de-manon/
bufala_soldier,"cow, goat, water buffalo","soft, artisan, soft-ripened","buttery, creamy",https://www.cheese.com/bufala-soldier/
bufalino,buffalo,soft,"creamy, soft",https://www.cheese.com/bufalino/
bufarolo,water buffalo,"fresh soft, artisan","chalky, crumbly",https://www.cheese.com/bufarolo/
buff_blue,buffalo,"firm, blue-veined",mystery texture,https://www.cheese.com/buff-blue/
burgos,"cow, sheep",fresh soft,creamy,https://www.cheese.com/burgos/
burrata,water buffalo,"fresh soft, artisan","creamy, stringy",https://www.cheese.com/burrata/
burwash_rose,cow,"semi-soft, artisan","creamy, springy",https://www.cheese.com/burwash-rose/
burwood_bole,cow,"semi-hard, artisan",firm,https://www.cheese.com/burwood-bole/
butte,cow,"soft, soft-ripened",smooth,https://www.cheese.com/butte/
buttercup,"cow, goat","semi-soft, artisan","creamy, firm, open",https://www.cheese.com/buttercup/
butterkase,cow,semi-soft,"creamy, smooth, spreadable",https://www.cheese.com/butterkase/
buttermilk_blue,cow,"semi-hard, blue-veined","creamy, crumbly",https://www.cheese.com/buttermilk-blue/
buttermilk_blue_affinee,cow,"semi-soft, blue-veined",creamy,https://www.cheese.com/buttermilk-blue-affinee/
buttermilk_gorgonzola,cow,"semi-soft, blue-veined",crumbly,https://www.cheese.com/buttermilk-gorgonzola/
butternut,cow,"semi-hard, artisan","creamy, firm",https://www.cheese.com/butternut/
buxton_blue,cow,"soft, artisan, blue-veined",crumbly,https://www.cheese.com/buxton-blue/
byaslag,yak,"fresh soft, artisan",firm,https://www.cheese.com/byaslag/
bûchette_à_la_sarriette,goat,"soft, processed",mystery texture,https://www.cheese.com/buchette-la-sarriette/
cabecou,goat,"soft, artisan","creamy, smooth",https://www.cheese.com/cabecou/
cabecou_feuille_d_armagnac,goat,"fresh soft, artisan",smooth,https://www.cheese.com/cabecou-feuille-darmagnac/
caboc,cow,soft,"creamy, smooth",https://www.cheese.com/caboc/
cabot_clothbound,cow,"hard, artisan","crumbly, flaky",https://www.cheese.com/cabot-clothbound/
cabrales,cow,"semi-hard, artisan, blue-veined","creamy, firm",https://www.cheese.com/cabrales/
cachaille,goat,soft,mystery texture,https://www.cheese.com/cachaille/
cacio_de_roma®,sheep,"semi-soft, artisan",semi firm,https://www.cheese.com/cacio-de-roma/
cacio_di_bosco_al_tartufo,"cow, sheep","semi-firm, artisan","crumbly, firm",https://www.cheese.com/cacio-di-bosco-al-tartufo/
caciobarricato,cow,semi-soft,"elastic, soft, stringy, supple",https://www.cheese.com/caciobarricato/
caciobirraio,cow,soft,compact,https://www.cheese.com/caciobirraio/
caciobufala,water buffalo,semi-hard,compact,https://www.cheese.com/caciobufala/
caciocavallo,cow,semi-hard,"elastic, firm",https://www.cheese.com/caciocavallo/
caciocavallo_di_bufala,water buffalo,"semi-hard, artisan",smooth,https://www.cheese.com/caciocavallo-di-bufala/
caciocavallo_podolico_vetus,cow,soft,firm,https://www.cheese.com/caciocavallo-podolico-vetus/
cacioradicchio,mystery animal,soft,creamy,https://www.cheese.com/cacioradicchio/
caciotta,"cow, goat, sheep, water buffalo","semi-soft, artisan","compact, firm",https://www.cheese.com/caciotta/
caciotta_al_tartufo,"cow, sheep","semi-soft, artisan",firm,https://www.cheese.com/caciotta-al-tartufo/
cacow_belle,cow,"semi-soft, artisan","creamy, smooth",https://www.cheese.com/cacow-belle/
caerphilly,cow,hard,"crumbly, dense",https://www.cheese.com/caerphilly/
cahill_s_irish_porter_cheddar,cow,"semi-hard, artisan",firm,https://www.cheese.com/cahills-irish-porter-cheddar/
cahill_s_whiskey_cheese,cow,"semi-hard, artisan","creamy, soft",https://www.cheese.com/cahills-whiskey-cheese/
cairnsmore,sheep,"hard, artisan","crumbly, open, smooth",https://www.cheese.com/cairnsmore/
calcagno,sheep,"hard, artisan","firm, flaky, smooth",https://www.cheese.com/calcagno/
calenzana_(calinzanincu),"goat, sheep","semi-soft, artisan",creamy,https://www.cheese.com/calenzana/
california_crottin,goat,"soft, artisan, soft-ripened","dense, firm",https://www.cheese.com/california-crottin/
cambazola,cow,"soft, soft-ripened",creamy,https://www.cheese.com/cambazola/
cambozola_grand_noir,cow,"semi-soft, blue-veined",creamy,https://www.cheese.com/cambozola-grand-noir/
cambus_o_may,cow,"semi-hard, artisan",creamy,https://www.cheese.com/cambus-omay/
camembert,cow,"soft, artisan","smooth, soft-ripened",https://www.cheese.com/camembert/
camembert_calvados,cow,"soft, semi-soft","creamy, smooth, springy",https://www.cheese.com/camembert-calvados/
camembert_de_normandie,cow,"soft, soft-ripened",creamy,https://www.cheese.com/camembert-de-normandie/
camembert_de_portneuf,cow,"soft, soft-ripened","creamy, soft-ripened, supple",https://www.cheese.com/camembert-de-portneuf/
camembert_des_camarades,cow,"soft, soft-ripened","creamy, soft, soft-ripened",https://www.cheese.com/camembert-des-camarades/
cameo,goat,"semi-soft, artisan","buttery, creamy, soft",https://www.cheese.com/cameo/
campfire,cow,semi-hard,"compact, creamy, firm, open, supple",https://www.cheese.com/campfire/
campi,water buffalo,"semi-hard, artisan","elastic, firm",https://www.cheese.com/campi/
cana_de_cabra,goat,"semi-soft, soft-ripened",creamy,https://www.cheese.com/cana-de-cabra/
canadian_cheddar,"cow, goat, sheep","hard, artisan, processed","crumbly, open",https://www.cheese.com/canadian-cheddar/
canarejal,sheep,soft,"gooey, runny, smooth",https://www.cheese.com/canarejal/
canastra_cheese,cow,artisan,mystery texture,https://www.cheese.com/canastra-cheese/
cancoillotte_(cancoyotte),cow,soft,mystery texture,https://www.cheese.com/cancoillotte-cancoyotte/
canestrato,"goat, sheep","hard, artisan","dense, flaky",https://www.cheese.com/canestrato/
cantal,cow,"semi-hard, artisan",firm,https://www.cheese.com/cantal/
cap_cressy,goat,"semi-hard, artisan, smear-ripened","compact, dense",https://www.cheese.com/cap-cressy/
cape_vessey,goat,"semi-soft, artisan","chewy, firm",https://www.cheese.com/cape-vessey/
capra_al_fieno,goat,"semi-soft, artisan",firm,https://www.cheese.com/capra-al-fieno/
capra_al_pepe,goat,"soft, artisan","creamy, soft",https://www.cheese.com/capra-al-pepe/
capra_nouveau,goat,semi-soft,"creamy, smooth",https://www.cheese.com/capra-nouveau/
caprano,goat,"hard, semi-hard","crumbly, open, smooth",https://www.cheese.com/caprano/
capraricca,goat,"soft, artisan, soft-ripened","creamy, runny, supple",https://www.cheese.com/capraricca/
caprese_di_bufala,water buffalo,soft,"oily, smooth",https://www.cheese.com/caprese-di-bufala/
capri_blu,goat,"soft, blue-veined","creamy, soft",https://www.cheese.com/capri-blu/
capriago,goat,"hard, artisan, brined",firm,https://www.cheese.com/capriago/
caprice,goat,soft,"creamy, smooth",https://www.cheese.com/caprice/
caprice_des_dieux,cow,"soft, soft-ripened","creamy, smooth",https://www.cheese.com/caprice-des-dieux/
capricious,goat,"hard, artisan",creamy,https://www.cheese.com/capricious/
capricorn_somerset_goats_cheese,goat,"soft, artisan","creamy, crumbly, firm, smooth",https://www.cheese.com/capricorn-somerset-goats-cheese/
capriny,goat,soft,creamy,https://www.cheese.com/capriny/
capriole_banon,goat,"soft, artisan","creamy, dense",https://www.cheese.com/capriole-banon/
caprotto,goat,"hard, artisan",compact,https://www.cheese.com/caprotto/
carabiner,cow,"semi-hard, artisan","dense, firm",https://www.cheese.com/carabiner/
caravane,camel,"soft, artisan",creamy,https://www.cheese.com/caravane/
carboncino,"cow, goat, sheep",fresh soft,"creamy, gooey, runny, soft",https://www.cheese.com/carboncino/
cardo,goat,"semi-soft, artisan","firm, open, runny",https://www.cheese.com/cardo/
carlina,cow,"fresh soft, artisan",creamy,https://www.cheese.com/carlina/
carlow,cow,"semi-hard, artisan","firm, smooth",https://www.cheese.com/carlow/
carmody,cow,"semi-hard, artisan",firm,https://www.cheese.com/carmody/
carnia_altobut,cow,"hard, artisan","compact, elastic, firm, open",https://www.cheese.com/carnia-altobut/
caronzola,cow,"soft, blue-veined",creamy,https://www.cheese.com/caronzola/
carr_valley_glacier_wildfire_blue,cow,"semi-soft, artisan, blue-veined","creamy, crumbly, soft",https://www.cheese.com/carr-valley-glacier-wildfire-blue/
carre_de_l_est,cow,soft,smooth,https://www.cheese.com/carre-de-lest/
carrick,cow,"hard, organic",creamy,https://www.cheese.com/carrick/
carrot_rebel,cow,"semi-hard, artisan",creamy,https://www.cheese.com/carrot-rebel/
carrowholly,cow,"hard, artisan","crumbly, crystalline, firm, smooth",https://www.cheese.com/carrowholly/
casatica,water buffalo,"semi-soft, artisan, soft-ripened","creamy, soft-ripened",https://www.cheese.com/casatica/
casciotta_di_urbino,"cow, sheep","semi-soft, artisan","creamy, crumbly, open",https://www.cheese.com/casciotta-di-urbino/
cashel_blue,cow,"semi-soft, blue-veined",creamy,https://www.cheese.com/cashel-blue/
cashew_nut_cream_cheese,mystery animal,"soft, artisan","creamy, smooth, soft, spreadable",https://www.cheese.com/cashew-nut-cream-cheese/
castelmagno,"cow, goat, sheep",semi-hard,"crumbly, dense, grainy",https://www.cheese.com/castelmagno/
castelo_branco,"goat, sheep","semi-soft, artisan","brittle, creamy, crumbly, firm, smooth",https://www.cheese.com/castelo-branco/
castigliano,"cow, goat, sheep",hard,firm,https://www.cheese.com/castigliano/
castillon_frais,sheep,fresh soft,"creamy, open",https://www.cheese.com/castillon-frais/
castle_blue,cow,"semi-soft, blue-veined, soft-ripened","buttery, creamy",https://www.cheese.com/castle-blue/
casu_marzu,sheep,"soft, soft-ripened",soft-ripened,https://www.cheese.com/casu-marzu/
cathelain,cow,soft,smooth,https://www.cheese.com/cathelain/
catupiry,cow,"soft, processed","creamy, spreadable",https://www.cheese.com/catupiry/
cave_aged_marisa,sheep,"semi-hard, artisan",firm,https://www.cheese.com/cave-aged-marisa/
cave_rebel,cow,"hard, artisan","compact, crumbly, firm, open",https://www.cheese.com/cave-rebel/
caveman_blue,cow,"semi-hard, blue-veined","creamy, dense",https://www.cheese.com/caveman-blue/
caws_cenarth_black_sheep,sheep,semi-hard,buttery,https://www.cheese.com/caws-cenarth-black-sheep/
caws_penhelyg_abaty,cow,soft,gooey,https://www.cheese.com/caws-penhelyg-abaty/
cayuga_blue,goat,"semi-hard, blue-veined",compact,https://www.cheese.com/cayuga-blue/
cello_thick_&_smooth_mascarpone,cow,"fresh soft, processed","buttery, creamy, firm, smooth",https://www.cheese.com/cello-thick-smooth-mascarpone/
celtic_promise,cow,"semi-soft, artisan",creamy,https://www.cheese.com/celtic-promise/
cendre_d_olivet,cow,"soft, artisan","smooth, supple",https://www.cheese.com/cendre-dolivet/
cendré_des_prés,cow,"soft, artisan, soft-ripened","buttery, creamy, soft",https://www.cheese.com/cendre-des-pres/
cerney_pyramid,goat,"fresh soft, artisan",creamy,https://www.cheese.com/cerney-pyramid/
chabichou_du_poitou,goat,"semi-soft, artisan",creamy,https://www.cheese.com/chabichou-du-poitou/
chabis_de_gatine,goat,"soft, artisan","firm, smooth",https://www.cheese.com/chabis-de-gatine/
challerhocker,cow,hard,"creamy, dense, smooth",https://www.cheese.com/challerhocker/
champignon_de_luxe_garlic,cow,"soft, soft-ripened",creamy,https://www.cheese.com/champignon-de-luxe-garlic/
champignon_de_luxe_pepper,cow,"soft, soft-ripened",creamy,https://www.cheese.com/champignon-de-luxe-pepper/
champignon_mushrooom,cow,"soft, soft-ripened",creamy,https://www.cheese.com/champignon-mushrooom/
chaource,cow,"soft, soft-ripened","creamy, runny",https://www.cheese.com/chaource/
chapman_s_pasture,cow,semi-hard,grainy,https://www.cheese.com/chapmans-pasture/
charolais,goat,semi-soft,firm,https://www.cheese.com/charolais/
chaumes,cow,"soft, semi-soft, soft-ripened","creamy, smooth, springy, supple",https://www.cheese.com/chaumes/
chavroux,goat,soft,"creamy, spreadable",https://www.cheese.com/chavroux/
checkerboard_cheddar,cow,"semi-hard, artisan",crumbly,https://www.cheese.com/checkerboard-cheddar/
cheddar,cow,hard,compact,https://www.cheese.com/cheddar/
cheddar_ladida_lavender,cow,"semi-hard, artisan","creamy, smooth",https://www.cheese.com/cheddar-ladida-lavender/
cheddar_with_irish_porter,cow,"semi-hard, artisan",smooth,https://www.cheese.com/cheddar-with-irish-porter/
cheddar_with_red_wine,cow,"semi-hard, artisan",firm,https://www.cheese.com/cheddar-with-red-wine/
cheese_curds,mystery animal,fresh firm,"firm, springy",https://www.cheese.com/cheese-curds/
chelsea_blue,mystery animal,artisan,crumbly,https://www.cheese.com/chelsea-blue/
cherni_vit,sheep,"soft, brined",soft,https://www.cheese.com/cherni-vit/
cherokee_rose,cow,"hard, artisan","creamy, smooth, soft",https://www.cheese.com/cherokee-rose/
cheshire,cow,hard,"crumbly, dense",https://www.cheese.com/cheshire/
chevre_en_marinade,goat,"semi-soft, artisan","creamy, crumbly, firm, oily",https://www.cheese.com/chevre-en-marinade/
chevre_log,goat,fresh soft,"creamy, crumbly, smooth, spreadable",https://www.cheese.com/chevre-log/
chevrotin_des_aravis,goat,"soft, artisan, brined","creamy, smooth",https://www.cheese.com/chevrotin-des-aravis/
chhurpi,"cow, yak","soft, hard, artisan",dense,https://www.cheese.com/chhurpi/
childwickbury,goat,"fresh soft, artisan","creamy, smooth",https://www.cheese.com/childwickbury/
chile_jack,goat,"semi-soft, artisan",creamy,https://www.cheese.com/chile-jack/
chilli_caciotta,"cow, sheep","semi-soft, artisan","creamy, smooth",https://www.cheese.com/chile-caciotta/
chimney_rock,cow,soft,soft,https://www.cheese.com/chimney-rock/
chiriboga_blue,cow,"semi-soft, artisan, blue-veined","creamy, dense, smooth, spreadable",https://www.cheese.com/chiriboga-blue/
chocolate_lab,cow,"hard, artisan",firm,https://www.cheese.com/chocolate-lab/
chocolate_stout_cheddar,cow,"semi-hard, artisan",firm,https://www.cheese.com/chocolate-stout-cheddar/
chontaleno,cow,semi-hard,firm,https://www.cheese.com/chontaleno/
chorlton_blue_cheshire,cow,"semi-soft, artisan, blue-veined","creamy, crumbly",https://www.cheese.com/chorlton-blue-cheshire/
chura_kampo,yak,"hard, artisan","dense, dry, firm",https://www.cheese.com/chura-kampo/
château_de_versailles,cow,"soft, soft-ripened","buttery, creamy, runny, soft, soft-ripened",https://www.cheese.com/chateau-de-versailles/
chèvre,goat,mystery type,mystery texture,https://www.cheese.com/chevre/
chèvre_des_neiges,"cow, goat",fresh soft,"soft, spreadable, supple",https://www.cheese.com/chevre-des-neiges/
cilentano_ai_fichi,"buffalo, cow, sheep","semi-soft, artisan",creamy,https://www.cheese.com/cilentano-ai-fichi/
cinerino,sheep,"hard, artisan",flaky,https://www.cheese.com/cinerino/
cirrus,cow,"soft, soft-ripened","creamy, soft",https://www.cheese.com/cirrus/
civray,goat,"soft, artisan","creamy, firm",https://www.cheese.com/civray/
classic_blue_log,goat,"semi-soft, artisan","creamy, dense, soft",https://www.cheese.com/classic-blue-log/
classico_pecorino_senese,sheep,"semi-hard, artisan","buttery, compact, firm",https://www.cheese.com/classico-pecorino-senese/
classico_riserva,sheep,"hard, artisan","chalky, compact, crumbly",https://www.cheese.com/classico-riserva/
classics_fresh_mozzarella,cow,"soft, brined","creamy, elastic, smooth, soft, stringy, supple",https://www.cheese.com/classics-fresh-mozzarella/
clava_brie,cow,soft,"buttery, creamy, soft",https://www.cheese.com/clava-brie/
clonmore,goat,"hard, artisan","firm, open",https://www.cheese.com/clonmore/
coalho,cow,semi-hard,"elastic, firm, springy",https://www.cheese.com/coalho/
coastal_cheddar,cow,firm,mystery texture,https://www.cheese.com/coastal-cheddar/
coeur_de_camembert_au_calvados,cow,"soft, artisan",creamy,https://www.cheese.com/coeur-de-camembert-au-calvados/
coeur_de_chevre,goat,"soft, soft-ripened",creamy,https://www.cheese.com/coeur-de-chevre/
colby,cow,semi-hard,"firm, open, springy",https://www.cheese.com/colby/
colby-jack,mystery animal,"semi-soft, processed",smooth,https://www.cheese.com/colby-jack/
cold_pack,cow,"soft, blue-veined, processed","creamy, smooth, spreadable",https://www.cheese.com/cold-pack/
colony_cheese,mystery animal,"semi-hard, artisan","creamy, open, soft, supple",https://www.cheese.com/colony-cheese/
colorouge,cow,"soft, artisan, smear-ripened","creamy, soft",https://www.cheese.com/colorouge/
colston_bassett_stilton,cow,"semi-hard, artisan","buttery, creamy",https://www.cheese.com/colston-bassett-stilton/
comox_brie,cow,"soft, soft-ripened","buttery, creamy, runny, soft, soft-ripened",https://www.cheese.com/comox-brie/
comox_camembert,cow,"soft, artisan, soft-ripened","buttery, chalky, creamy, soft, soft-ripened, supple",https://www.cheese.com/comox-camembert/
comte,cow,"semi-hard, artisan","dense, firm",https://www.cheese.com/comte/
comte_12_months,cow,semi-hard,buttery,https://www.cheese.com/comte-12-months/
comte_18_months,cow,hard,firm,https://www.cheese.com/comte-18-months/
comtomme,cow,"semi-soft, artisan","firm, supple",https://www.cheese.com/comtomme/
conciato_al_pepe,cow,hard,"compact, crumbly",https://www.cheese.com/conciato-al-pepe/
condio,cow,"semi-soft, artisan","creamy, smooth, soft",https://www.cheese.com/condio/
connemara,cow,"semi-hard, artisan","creamy, firm",https://www.cheese.com/connemara/
consider_bardwell_farm_manchester,goat,"semi-hard, artisan","firm, open",https://www.cheese.com/consider-bardwell-farm-manchester/
coolattin_cheddar,cow,"hard, artisan","crumbly, open",https://www.cheese.com/coolattin-cheddar/
coolea,cow,hard,firm,https://www.cheese.com/coolea/
cooleney,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/cooleney/
coquetdale,cow,"semi-hard, soft-ripened",creamy,https://www.cheese.com/coquetdale/
corleggy,goat,"hard, artisan",mystery texture,https://www.cheese.com/corleggy/
cornish_blue,cow,"semi-soft, artisan","buttery, dense",https://www.cheese.com/cornish-blue/
cornish_brie,cow,"soft, artisan, soft-ripened","creamy, soft-ripened",https://www.cheese.com/cornish-brie/
cornish_crumbly,cow,"semi-soft, artisan",chalky,https://www.cheese.com/cornish-crumbly/
cornish_kern,mystery animal,mystery type,mystery texture,https://www.cheese.com/cornish-kern/
cornish_pepper,cow,"soft, artisan",creamy,https://www.cheese.com/cornish-pepper/
cornish_smuggler,cow,"semi-soft, artisan",creamy,https://www.cheese.com/cornish-smuggler/
cornish_wild_garlic_yarg,cow,"semi-firm, artisan",crumbly,https://www.cheese.com/cornish-wild-garlic-yarg/
cornish_yarg,cow,"hard, artisan","creamy, crumbly",https://www.cheese.com/cornish-yarg/
corra_linn,sheep,firm,crumbly,https://www.cheese.com/corra-linn/
cote_hill_blue,cow,"soft, artisan, blue-veined",creamy,https://www.cheese.com/cote-hill-blue/
cote_hill_snowdrop,cow,"soft, artisan, soft-ripened","creamy, smooth",https://www.cheese.com/cote-hill-snowdrop/
cotherstone,cow,"semi-hard, artisan","crumbly, open",https://www.cheese.com/cotherstone/
cotija_cheese,cow,"hard, artisan","crumbly, dense",https://www.cheese.com/cotija/
cotswold,cow,semi-firm,"creamy, smooth",https://www.cheese.com/cotswold/
cottage_cheese,cow,"soft, artisan, processed","creamy, crumbly",https://www.cheese.com/cottage-cheese/
cottage_cheese_(australian),cow,fresh soft,"crumbly, firm, grainy",https://www.cheese.com/cottage-cheese-australian/
cougar_gold,cow,semi-soft,"creamy, crumbly, crystalline, firm, smooth",https://www.cheese.com/cougar-gold/
coulommiers,cow,"soft, artisan",creamy,https://www.cheese.com/coulommiers/
counting_sheep…and_goats...,"cow, goat, sheep","soft, soft-ripened","creamy, soft",https://www.cheese.com/counting-sheepand-goats/
country_morning,cow,"hard, artisan","creamy, crumbly",https://www.cheese.com/country-morning/
coupole,goat,"soft, artisan","buttery, creamy, dense, fluffy",https://www.cheese.com/coupole/
couronne_lochoise,goat,"soft, artisan, soft-ripened","buttery, creamy, smooth, soft-ripened",https://www.cheese.com/couronne-lochoise/
coverdale,cow,"hard, artisan","creamy, firm, open",https://www.cheese.com/coverdale/
cow_s_milk_gouda,cow,"semi-hard, artisan","compact, creamy, crumbly, dense",https://www.cheese.com/cows-milk-gouda/
cracked_pepper_chevre,goat,"semi-soft, artisan","creamy, crumbly, firm",https://www.cheese.com/cracked-pepper-chevre/
cranborne,cow,"soft, artisan, soft-ripened","buttery, creamy",https://www.cheese.com/cranborne/
cratloe_hills,sheep,"hard, artisan","firm, grainy, open",https://www.cheese.com/cratloe-hills/
cravero_parmigiano_reggiano,cow,"hard, artisan",dense,https://www.cheese.com/cravero-parmigiano-reggiano/
crayeux_de_roncq,cow,"soft, artisan, soft-ripened","creamy, grainy",https://www.cheese.com/crayeux-de-roncq/
cream_cheese,cow,"fresh soft, processed","creamy, spreadable",https://www.cheese.com/cream-cheese/
cream_cheesy_bliss,mystery animal,soft,"creamy, spreadable",https://www.cheese.com/cream-cheesy-bliss/
cream_havarti,cow,"semi-soft, processed",smooth,https://www.cheese.com/cream-havarti/
creamy_gouda,cow,semi-soft,creamy,https://www.cheese.com/creamy-gouda/
creamy_lancashire,cow,mystery type,fluffy,https://www.cheese.com/creamy-lancashire/
crema_de_blue,"cow, sheep","semi-soft, artisan, blue-veined",creamy,https://www.cheese.com/crema-de-blue/
crema_mexicana,cow,soft,"creamy, smooth, spreadable",https://www.cheese.com/crema-mexicana/
crema_mexicana_agria,cow,fresh soft,"creamy, spreadable",https://www.cheese.com/crema-agria/
cremet,"cow, goat","soft, artisan, soft-ripened","creamy, smooth, soft, soft-ripened",https://www.cheese.com/cremet/
"cremig_extra_würzig,_bergkäse_aus_dem_schweizer_jura",cow,"hard, artisan",creamy,https://www.cheese.com/cremig-extra-wurzig-bergkase-aus-dem-schweizer-jura/
cremont,"cow, goat","soft, artisan","creamy, smooth",https://www.cheese.com/cremont/
crenoble,mystery animal,semi-soft,"creamy, open, smooth",https://www.cheese.com/crenoble/
crescenza_di_bufala,water buffalo,"fresh soft, artisan","buttery, creamy, spreadable",https://www.cheese.com/crescenza-di-bufala/
crescenza-stracchino,cow,fresh soft,"buttery, creamy, spreadable",https://www.cheese.com/crescenza/
cressy_blu,cow,"semi-hard, blue-veined","creamy, crumbly, firm",https://www.cheese.com/cressy-blu/
criffel,cow,"semi-hard, artisan","creamy, smooth",https://www.cheese.com/criffel/
criollo_cheese,cow,semi-firm,smooth,https://www.cheese.com/criollo-cheese/
crocodile_tear,goat,"soft, semi-soft, artisan, soft-ripened","creamy, firm",https://www.cheese.com/crocodile-tear/
croghan,goat,"semi-soft, artisan",supple,https://www.cheese.com/croghan/
crotonese,sheep,"semi-hard, artisan",compact,https://www.cheese.com/crotonese/
crottin_de_champcol,goat,soft,"crumbly, dense",https://www.cheese.com/crottin-de-champcol/
crottin_de_chavignol,goat,"firm, soft-ripened",crumbly,https://www.cheese.com/crottin-de-chavignol/
crowdie,cow,fresh soft,"creamy, crumbly",https://www.cheese.com/crowdie/
crowley,cow,"semi-soft, hard, artisan","creamy, crumbly, firm, smooth",https://www.cheese.com/crowley/
crozier,sheep,"semi-soft, artisan, blue-veined","buttery, chalky, creamy, crumbly",https://www.cheese.com/crozier/
crucolo,cow,"semi-hard, artisan",buttery,https://www.cheese.com/crucolo/
crumbly_lancashire,cow,hard,crumbly,https://www.cheese.com/crumbly-lancashire/
crémonté,cow,"soft, blue-veined","creamy, smooth",https://www.cheese.com/cremonte/
cuajada,"cow, sheep",soft,"creamy, smooth",https://www.cheese.com/cuajada/
cubetto,"buffalo, cow","semi-soft, artisan","compact, smooth",https://www.cheese.com/cubetto/
cuor_di_burrata,mystery animal,soft,"creamy, smooth",https://www.cheese.com/cuor-di-burrata/
cup_cheese,cow,"soft, artisan","creamy, spreadable",https://www.cheese.com/cup-cheese/
cure_nantais,cow,"soft, artisan","open, sticky, supple",https://www.cheese.com/cure-nantais/
curworthy,cow,semi-hard,creamy,https://www.cheese.com/curworthy/
cwmtawe_pecorino,sheep,hard,creamy,https://www.cheese.com/cwmtawe-pecorino/
cypress_grove_chevre,goat,mystery type,mystery texture,https://www.cheese.com/cypress-grove-chevre/
l_affine_au_chablis,cow,"soft, semi-soft","creamy, soft",https://www.cheese.com/laffine-au-chablis/
l_amuse_brabander_goat_gouda,cow,hard,smooth,https://www.cheese.com/lamuse-brabander-goat-gouda/
l_amuse_signature_gouda,cow,"hard, artisan","crumbly, crystalline, smooth",https://www.cheese.com/lamuse-signature-gouda/
l_aveyronnais,cow,soft,mystery texture,https://www.cheese.com/laveyronnais/
l_ecir_de_l_aubrac,cow,"soft, artisan",smooth,https://www.cheese.com/lecir-de-laubrac/
l_empereur,mystery animal,"soft, artisan","creamy, supple",https://www.cheese.com/lempereur/
l_étivaz,cow,hard,buttery,https://www.cheese.com/letivaz/
l_étoile_de_st-raymond,mystery animal,soft,"buttery, creamy",https://www.cheese.com/letoile-de-st-raymond/
la_bonaparte,cow,"soft, soft-ripened","creamy, soft, soft-ripened, supple",https://www.cheese.com/la-bonaparte/
la_casatella,cow,"fresh soft, artisan","compact, soft",https://www.cheese.com/la-casatella/
la_couronne_-_fort_aged_comté,cow,semi-hard,dense,https://www.cheese.com/la-couronne-fort-aged-comte/
la_fleurie,cow,"soft, artisan, soft-ripened","buttery, runny, smooth",https://www.cheese.com/la-fleurie/
la_peral,cow,"semi-soft, blue-veined","creamy, firm, grainy",https://www.cheese.com/la-peral/
la_pyramide,goat,"semi-soft, artisan",dense,https://www.cheese.com/la-pyramide/
la_retorta,sheep,"soft, semi-soft","creamy, runny",https://www.cheese.com/la-retorta/
la_rumeur,cow,"soft, soft-ripened","buttery, creamy, runny, supple",https://www.cheese.com/la-rumeur/
la_sauvagine,cow,soft,"buttery, creamy, runny, supple",https://www.cheese.com/la-sauvagine/
la_sauvagine_réserve,cow,soft,"buttery, creamy, runny, supple",https://www.cheese.com/la-sauvagine-reserve/
la_serena,sheep,soft,"creamy, spreadable",https://www.cheese.com/la-serena/
la_taupiniere,goat,"soft, artisan","creamy, smooth",https://www.cheese.com/la-taupiniere/
la_tur,"cow, goat, sheep","soft, artisan, soft-ripened","creamy, fluffy, soft-ripened",https://www.cheese.com/la-tur/
la_vache_qui_rit_cheese,cow,"semi-soft, processed","creamy, smooth, spreadable",https://www.cheese.com/la-vache-qui-rit/
labneh,cow,soft,creamy,https://www.cheese.com/labneh/
lacey_grey,goat,"soft, artisan, soft-ripened","creamy, soft",https://www.cheese.com/lacey-grey/
